SampleDate,LoCode,Ramp,CRCarea,InterviewNumber,Anglers,ChinookCaught,ChinAd,TotalCohoCatch,CohoAd,SalmonReleasedSpCode,SalmonName,SalmonReleasedCount,SalmonRelUM,SalmonRelAd,SalmonRelNK,RelCohoAd,RelCohoNK,RelCohoAd,CohoRelUM,RelChinAd,OthSpCode,SpeciesName,OthSpCatchCount,OthSpsRelCount
02172001,1227,Shilshole Public Ramp,09,8,2,,,,,1,Chinook,6,,,,,,,,,,,,
02172001,1227,Shilshole Public Ramp,10,7,2,,,,,1,Chinook,4,,,,,,,,,,,,
02172001,1227,Shilshole Public Ramp,10,4,2,2,,,,1,Chinook,3,,,,,,,,1,,,,
02172001,1013,Bellingham Ramp (Glenn St.),07,5,3,2,,,,1,Chinook,1,,,,,,,,0,,,,
02172001,1268,Washington Park Launch Ramp,07,36,1,1,,,,1,Chinook,2,,,,,,,,1,,,,
02172001,1227,Shilshole Public Ramp,10,9,2,,,,,1,Chinook,3,,,,,,,,,,,,
02172001,1227,Shilshole Public Ramp,10,7,2,,,,,4,Coho,1,,,,,,,,,,,,
02172001,1173,Point Defiance Boathouse,11,5,1,2,,,,1,Chinook,1,,,,,,,,1,,,,
02172001,1013,Bellingham Ramp (Glenn St.),07,12,1,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1013,Bellingham Ramp (Glenn St.),07,3,2,2,,,,1,Chinook,1,,,,,,,,0,,,,
02172001,1013,Bellingham Ramp (Glenn St.),07,2,2,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1173,Point Defiance Boathouse,11,13,2,2,,,,1,Chinook,7,,,,,,,,2,,,,
02172001,1173,Point Defiance Boathouse,11,12,2,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1013,Bellingham Ramp (Glenn St.),07,7,2,1,,,,1,Chinook,1,,,,,,,,0,,,,
02172001,1173,Point Defiance Boathouse,11,6,2,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1227,Shilshole Public Ramp,10,11,1,1,,,,1,Chinook,4,,,,,,,,1,,,,
02172001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",13,17,1,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",11,16,1,2,,,,2,Chum,2,,,,,,,,0,,,,
02172001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",11,10,2,,,,,1,Chinook,2,,,,,,,,,,,,
02172001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",13,6,2,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",13,5,1,1,,,,1,Chinook,1,,,,,,,,0,,,,
02172001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",11,1,1,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1173,Point Defiance Boathouse,11,8,2,2,,,,1,Chinook,2,,,,,,,,2,,,,
02172001,1268,Washington Park Launch Ramp,07,14,1,,,,,1,Chinook,2,,,,,,,,,,,,
02172001,1268,Washington Park Launch Ramp,07,31,1,1,,,,1,Chinook,3,,,,,,,,0,,,,
02172001,1268,Washington Park Launch Ramp,07,26,4,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1268,Washington Park Launch Ramp,07,24,2,2,,,,1,Chinook,1,,,,,,,,0,,,,
02172001,1268,Washington Park Launch Ramp,07,23,2,,,,,1,Chinook,8,,,,,,,,,,,,
02172001,1268,Washington Park Launch Ramp,07,22,3,1,,,,1,Chinook,2,,,,,,,,0,,,,
02172001,1055,Edmonds Boat Basin (Public Sling),09,7,3,,,,,1,Chinook,5,,,,,,,,,,,,
02172001,1268,Washington Park Launch Ramp,07,15,2,1,,,,1,Chinook,1,,,,,,,,0,,,,
02172001,1268,Washington Park Launch Ramp,07,33,2,,,,,1,Chinook,4,,,,,,,,,,,,
02172001,1268,Washington Park Launch Ramp,07,13,3,,,,,1,Chinook,2,,,,,,,,,,,,
02172001,1268,Washington Park Launch Ramp,07,11,2,1,,,,1,Chinook,1,,,,,,,,0,,,,
02172001,1268,Washington Park Launch Ramp,07,10,2,,,,,1,Chinook,2,,,,,,,,,,,,
02172001,1268,Washington Park Launch Ramp,07,6,1,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1268,Washington Park Launch Ramp,07,5,2,1,,,,1,Chinook,1,,,,,,,,0,,,,
02172001,1268,Washington Park Launch Ramp,07,1,2,2,,,,1,Chinook,2,,,,,,,,0,,,,
02172001,1268,Washington Park Launch Ramp,07,16,2,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,21,3,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,13,3,,,,,1,Chinook,4,,,,,,,,,,,,
02172001,1227,Shilshole Public Ramp,10,3,3,,,,,9,Unknown,3,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,15,2,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,16,2,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,17,2,,,,,1,Chinook,2,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,17,2,,,,,4,Coho,5,,,,0,5,,0,,,,,
02172001,1159,Olsons (Combined),05,18,3,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,12,2,,,,,4,Coho,1,,,,0,1,,0,,,,,
02172001,1159,Olsons (Combined),05,20,3,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1227,Shilshole Public Ramp,10,2,2,,,,,1,Chinook,3,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,22,4,1,,,,1,Chinook,12,,,,,,,,0,,,,
02172001,1159,Olsons (Combined),05,23,3,,,,,1,Chinook,5,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,24,2,1,,,,1,Chinook,1,,,,,,,,0,,,,
02172001,1159,Olsons (Combined),05,25,4,,,,,1,Chinook,6,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,26,2,1,,,,1,Chinook,3,,,,,,,,0,,,,
02172001,1159,Olsons (Combined),05,27,2,,,,,1,Chinook,2,,,,,,,,,,,,
02172001,1227,Shilshole Public Ramp,10,12,1,2,,,,1,Chinook,12,,,,,,,,1,,,,
02172001,1055,Edmonds Boat Basin (Public Sling),10,4,2,,,,,1,Chinook,3,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,19,1,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1055,Edmonds Boat Basin (Public Sling),10,8,2,1,,,,1,Chinook,5,,,,,,,,0,,,,
02172001,1227,Shilshole Public Ramp,10,13,2,2,,,,1,Chinook,1,,,,,,,,1,,,,
02172001,1227,Shilshole Public Ramp,09,16,3,3,,,,1,Chinook,2,,,,,,,,1,,,,
02172001,1227,Shilshole Public Ramp,10,17,2,1,,,,1,Chinook,1,,,,,,,,0,,,,
02172001,1055,Edmonds Boat Basin (Public Sling),09,1,2,2,,,,1,Chinook,3,,,,,,,,1,,,,
02172001,1055,Edmonds Boat Basin (Public Sling),09,2,2,2,,,,1,Chinook,6,,,,,,,,1,,,,
02172001,1055,Edmonds Boat Basin (Public Sling),09,3,3,3,,,,1,Chinook,6,,,,,,,,0,,,,
02172001,1159,Olsons (Combined),05,14,3,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1013,Bellingham Ramp (Glenn St.),07,1,3,1,,,,1,Chinook,2,,,,,,,,0,,,,
02172001,1159,Olsons (Combined),05,11,2,,,,,1,Chinook,5,,,,,,,,,,,,
02172001,1055,Edmonds Boat Basin (Public Sling),09,10,2,2,,,,1,Chinook,9,,,,,,,,0,,,,
02172001,1159,Olsons (Combined),05,9,2,,,,,1,Chinook,3,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,1,3,,,,,1,Chinook,2,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,3,1,,,,,1,Chinook,5,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,4,2,1,,,,1,Chinook,2,,,,,,,,0,,,,
02172001,1159,Olsons (Combined),05,5,2,,,,,1,Chinook,1,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,7,3,,,,,1,Chinook,6,,,,,,,,,,,,
02172001,1055,Edmonds Boat Basin (Public Sling),10,11,2,1,,,,1,Chinook,1,,,,,,,,1,,,,
02172001,1055,Edmonds Boat Basin (Public Sling),09,6,3,,,,,1,Chinook,4,,,,,,,,,,,,
02172001,1159,Olsons (Combined),05,10,3,,,,,1,Chinook,3,,,,,,,,,,,,
02182001,1159,Olsons (Combined),05,3,3,,,,,4,Coho,5,,,,0,5,,0,,,,,
02182001,1159,Olsons (Combined),05,3,3,,,,,1,Chinook,6,,,,,,,,,,,,
02182001,1159,Olsons (Combined),05,2,2,,,,,4,Coho,2,,,,0,2,,0,,,,,
02182001,1159,Olsons (Combined),05,2,2,2,,,,1,Chinook,1,,,,,,,,1,,,,
02182001,1159,Olsons (Combined),05,1,1,1,,,,1,Chinook,3,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,4,2,,,,,1,Chinook,2,,,,,,,,,,,,
02182001,1159,Olsons (Combined),05,10,3,,,,,1,Chinook,12,,,,,,,,,,,,
02182001,1159,Olsons (Combined),05,29,2,1,,,,1,Chinook,4,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,20,4,,,,,4,Coho,24,,,,0,24,,0,,,,,
02182001,1159,Olsons (Combined),05,22,2,2,,,,1,Chinook,4,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,23,3,,,,,1,Chinook,2,,,,,,,,,,,,
02182001,1159,Olsons (Combined),05,24,3,,,,,4,Coho,2,,,,0,2,,0,,,,,
02182001,1159,Olsons (Combined),05,25,4,,,,,1,Chinook,5,,,,,,,,,,,,
02182001,1159,Olsons (Combined),05,25,4,,,,,4,Coho,4,,,,0,4,,0,,,,,
02182001,1159,Olsons (Combined),05,8,2,,,,,4,Coho,3,,,,0,3,,0,,,,,
02182001,1159,Olsons (Combined),05,28,2,1,,,,1,Chinook,2,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,19,2,1,,,,1,Chinook,6,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,29,2,,,,,4,Coho,2,,,,0,2,,0,,,,,
02182001,1159,Olsons (Combined),05,30,2,,,,,1,Chinook,6,,,,,,,,,,,,
02182001,1159,Olsons (Combined),05,32,4,,,,,4,Coho,6,,,,0,6,,0,,,,,
02182001,1159,Olsons (Combined),05,35,3,1,,,,1,Chinook,4,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,37,2,,,,,1,Chinook,5,,,,,,,,,,,,
02182001,1006,Armeni Public Ramp,10,29,1,,,,,1,Chinook,2,,,,,,,,,,,,
02182001,1159,Olsons (Combined),05,26,3,1,,,,1,Chinook,2,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,13,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1159,Olsons (Combined),05,6,2,,,,,4,Coho,2,,,,0,2,,0,,,,,
02182001,1159,Olsons (Combined),05,7,2,1,,,,1,Chinook,8,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,7,2,,,,,4,Coho,2,,,,0,2,,0,,,,,
02182001,1159,Olsons (Combined),05,8,2,,,,,1,Chinook,9,,,,,,,,,,,,
02182001,1159,Olsons (Combined),05,9,3,,,,,1,Chinook,10,,,,,,,,,,,,
02182001,1159,Olsons (Combined),05,11,2,1,,,,1,Chinook,7,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,20,4,3,,,,1,Chinook,24,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,12,2,,,,,4,Coho,3,,,,0,3,,0,,,,,
02182001,1159,Olsons (Combined),05,19,2,,,,,4,Coho,6,,,,0,6,,0,,,,,
02182001,1159,Olsons (Combined),05,14,2,,,,,1,Chinook,4,,,,,,,,,,,,
02182001,1159,Olsons (Combined),05,15,2,1,,,,1,Chinook,4,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,16,2,,,,,1,Chinook,12,,,,,,,,,,,,
02182001,1159,Olsons (Combined),05,17,3,3,,,,1,Chinook,6,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,18,2,4,,,,1,Chinook,1,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,18,2,,,,,4,Coho,3,,,,0,3,,0,,,,,
02182001,1159,Olsons (Combined),05,6,2,2,,,,1,Chinook,10,,,,,,,,1,,,,
02182001,1159,Olsons (Combined),05,12,2,1,,,,1,Chinook,3,,,,,,,,0,,,,
02182001,1151,Norton Street (Everett) Ramp,82,64,3,,,,,1,Chinook,5,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,81,41,2,2,,,,1,Chinook,1,,,,,,,,2,,,,
02182001,1151,Norton Street (Everett) Ramp,09,42,2,,,,,1,Chinook,3,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,44,2,,,,,1,Chinook,3,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,45,1,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,51,2,,,,,1,Chinook,5,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,52,3,,,,,1,Chinook,9,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,55,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,56,2,1,,,,1,Chinook,3,,,,,,,,1,,,,
02182001,1151,Norton Street (Everett) Ramp,82,57,3,1,,,,1,Chinook,3,,,,,,,,1,,,,
02182001,1151,Norton Street (Everett) Ramp,82,58,2,2,,,,1,Chinook,3,,,,,,,,0,,,,
02182001,1151,Norton Street (Everett) Ramp,82,78,4,2,,,,1,Chinook,1,,,,,,,,1,,,,
02182001,1151,Norton Street (Everett) Ramp,09,62,4,3,,,,1,Chinook,10,,,,,,,,2,,,,
02182001,1151,Norton Street (Everett) Ramp,09,35,2,,,,,1,Chinook,2,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,65,3,1,,,,1,Chinook,1,,,,,,,,0,,,,
02182001,1151,Norton Street (Everett) Ramp,82,66,3,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,09,68,3,2,,,,1,Chinook,8,,,,,,,,1,,,,
02182001,1151,Norton Street (Everett) Ramp,82,70,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,81,71,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,81,72,3,3,,,,1,Chinook,1,,,,,,,,1,,,,
02182001,1151,Norton Street (Everett) Ramp,82,73,3,3,,,,1,Chinook,3,,,,,,,,1,,,,
02182001,1151,Norton Street (Everett) Ramp,81,74,4,,,,,1,Chinook,4,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,75,2,,,,,1,Chinook,3,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,09,76,2,2,,,,1,Chinook,2,,,,,,,,0,,,,
02182001,1217,Seabeck Marina (Pecks),12,1,2,,,,,1,Chinook,4,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,61,3,2,,,,1,Chinook,4,,,,,,,,0,,,,
02182001,1151,Norton Street (Everett) Ramp,82,13,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1006,Armeni Public Ramp,10,30,2,,,,,1,Chinook,10,,,,,,,,,,,,
02182001,1006,Armeni Public Ramp,10,31,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1006,Armeni Public Ramp,10,32,4,2,,,,1,Chinook,13,,,,,,,,0,,,,
02182001,1006,Armeni Public Ramp,10,32,4,,,,,4,Coho,2,,,,,,,,,,,,
02182001,1006,Armeni Public Ramp,10,33,2,,,,,1,Chinook,3,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,1,1,1,,,,1,Chinook,2,,,,,,,,0,,,,
02182001,1151,Norton Street (Everett) Ramp,82,2,2,,,,,1,Chinook,3,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,4,2,2,,,,1,Chinook,5,,,,,,,,0,,,,
02182001,1151,Norton Street (Everett) Ramp,82,5,2,,,,,1,Chinook,2,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,5,2,1,,,,4,Coho,1,,,,,,,,0,,,,
02182001,1151,Norton Street (Everett) Ramp,82,6,3,1,,,,1,Chinook,2,,,,,,,,1,,,,
02182001,1151,Norton Street (Everett) Ramp,82,37,2,1,,,,1,Chinook,3,,,,,,,,1,,,,
02182001,1151,Norton Street (Everett) Ramp,82,11,2,,,,,9,Unknown,1,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,36,3,,,,,1,Chinook,2,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,14,2,,,,,1,Chinook,2,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,15,2,2,,,,1,Chinook,3,,,,,,,,0,,,,
02182001,1151,Norton Street (Everett) Ramp,82,23,2,2,,,,1,Chinook,5,,,,,,,,0,,,,
02182001,1151,Norton Street (Everett) Ramp,82,25,3,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,26,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,27,1,,,,,1,Chinook,3,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,30,2,,,,,1,Chinook,9,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,81,31,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,81,33,1,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,34,1,,,,,1,Chinook,3,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,79,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,8,2,2,,,,1,Chinook,1,,,,,,,,2,,,,
02182001,1231,Skyline Marina/Sling (Flounder Bay),07,13,2,,,,,1,Chinook,2,,,,,,,,,,,,
02182001,1006,Armeni Public Ramp,10,4,2,1,,,,1,Chinook,3,,,,,,,,0,,,,
02182001,1006,Armeni Public Ramp,10,3,2,1,,,,1,Chinook,7,,,,,,,,0,,,,
02182001,1006,Armeni Public Ramp,10,2,2,,,,,1,Chinook,3,,,,,,,,,,,,
02182001,1006,Armeni Public Ramp,10,1,2,,,,,1,Chinook,4,,,,,,,,,,,,
02182001,1268,Washington Park Launch Ramp,07,25,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1268,Washington Park Launch Ramp,07,19,2,,,,,1,Chinook,3,,,,,,,,,,,,
02182001,1268,Washington Park Launch Ramp,07,12,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1268,Washington Park Launch Ramp,07,10,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1268,Washington Park Launch Ramp,07,9,3,1,,,,1,Chinook,1,,,,,,,,0,,,,
02182001,1268,Washington Park Launch Ramp,07,6,2,2,,,,1,Chinook,2,,,,,,,,0,,,,
02182001,1151,Norton Street (Everett) Ramp,82,77,2,,,,,1,Chinook,2,,,,,,,,,,,,
02182001,1231,Skyline Marina/Sling (Flounder Bay),07,14,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1006,Armeni Public Ramp,10,12,3,,,,,1,Chinook,6,,,,,,,,,,,,
02182001,1231,Skyline Marina/Sling (Flounder Bay),07,12,3,3,,,,1,Chinook,3,,,,,,,,2,,,,
02182001,1231,Skyline Marina/Sling (Flounder Bay),07,6,2,,,,,1,Chinook,3,,,,,,,,,,,,
02182001,1231,Skyline Marina/Sling (Flounder Bay),07,5,2,,,,,1,Chinook,2,,,,,,,,,,,,
02182001,1231,Skyline Marina/Sling (Flounder Bay),07,3,3,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1231,Skyline Marina/Sling (Flounder Bay),07,1,2,2,,,,1,Chinook,1,,,,,,,,0,,,,
02182001,1159,Olsons (Combined),05,36,3,1,,,,1,Chinook,3,,,,,,,,0,,,,
02182001,1217,Seabeck Marina (Pecks),12,2,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",11,10,1,1,,,,1,Chinook,1,,,,,,,,0,,,,
02182001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",11,6,1,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",13,5,2,,,,,1,Chinook,1,,,,,,,,,,,,
02182001,1149,"Narrows Marina (Boathouse, Ramp, Rental)",11,4,1,,,,,1,Chinook,6,,,,,,,,,,,,
02182001,1231,Skyline Marina/Sling (Flounder Bay),07,15,2,2,,,,1,Chinook,7,,,,,,,,0,,,,
02182001,1006,Armeni Public Ramp,10,23,3,3,,,,1,Chinook,15,,,,,,,,2,,,,
02182001,1151,Norton Street (Everett) Ramp,82,80,2,,,,,1,Chinook,6,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,81,3,,,,,1,Chinook,6,,,,,,,,,,,,
02182001,1151,Norton Street (Everett) Ramp,82,85,3,1,,,,1,Chinook,2,,,,,,,,0,,,,
02182001,1151,Norton Street (Everett) Ramp,82,87,2,,,,,1,Chinook,2,,,,,,,,,,,,
