year,month,day,boats,anglers,derby,catch_area_code,location_code,location_name,chinook_ad_ret,chinook_um_ret,chinook_ud_ret,chinook_un_ret,chinook_ad_rel,chinook_um_rel,chinook_ud_rel,chinook_un_rel,coho_ad_ret,coho_um_ret,coho_ud_ret,coho_un_ret,coho_ad_rel,coho_um_rel,coho_ud_rel,coho_un_rel,pink_ret,pink_rel,chum_ret,chum_rel,sockeye_ret,sockeye_rel
2017,6,1,3,5,None,11,1574,Narrows Marina (Boathouse and Rental) (Private),0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,1,3,7,None,13,1174,Point Defiance Public Ramp,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,1,1,3,None,15,1263,Van Ripers Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,1,14,27,None,4B,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,1,5,11,None,4B,1263,Van Ripers Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,1,5,11,None,81,1041,Coronet Bay Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,1,2,4,None,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,2,15,22,None,11,1173,Point Defiance Boathouse,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,2,4,7,None,11,1174,Point Defiance Public Ramp,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,2,1,1,None,11,1202,Redondo Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,2,2,3,None,13,1086,Gig Harbor Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,2,2,3,None,16,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,2,1,2,None,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,6,13,None,5,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,3,6,None,5,1263,Van Ripers Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,1,2,None,6,1192,Port Townsend Boat Haven Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,1,2,None,6,1263,Van Ripers Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,2,3,None,7,1803,"Griffin Bay Ramp, San Juan Is",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,1,1,None,9,1067,Fort Casey Public Ramp and Shore (Keystone),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,2,4,None,9,1144,Mukilteo Lighthouse Park (State Park Public Ramp),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,7,15,None,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,1,2,None,9,1192,Port Townsend Boat Haven Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,1,3,None,9,1382,Edmonds Dry Storage (Boat Loft (Priv. fork lift)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,3,4,None,9,1434,Kingston Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,4,8,None,10,1006,Armeni Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,3,5,None,10,1434,Kingston Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,3,6,None,11,1006,Armeni Public Ramp,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,2,4,None,11,1086,Gig Harbor Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,25,34,None,11,1173,Point Defiance Boathouse,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,25,57,None,11,1174,Point Defiance Public Ramp,1,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,2,2,None,12,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,2,2,None,13,1174,Point Defiance Public Ramp,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,3,8,None,15,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,2,4,None,15,1187,Port Angeles West Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,2,4,None,15,1263,Van Ripers Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,1,2,None,16,1144,Mukilteo Lighthouse Park (State Park Public Ramp),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,25,53,None,16,1151,Everett Ramp (formerly Norton Street Ramp (2010)),5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,7,15,None,4B,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,4,10,None,4B,1263,Van Ripers Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,1,2,None,81,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,2,4,None,82,1144,Mukilteo Lighthouse Park (State Park Public Ramp),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,8,21,None,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,3,1,2,None,na,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,2,8,None,4,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,22,56,None,5,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,12,28,None,5,1263,Van Ripers Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,5,17,None,6,1041,Coronet Bay Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,3,8,None,6,1067,Fort Casey Public Ramp and Shore (Keystone),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,20,52,None,6,1107,John Wayne Marina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,1,3,None,6,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,33,71,None,6,1186,"Ediz Hook, Port Angeles Public Ramp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,23,52,None,6,1187,Port Angeles West Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,9,24,None,6,1192,Port Townsend Boat Haven Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,21,56,None,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,15,33,None,7,1041,Coronet Bay Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,4,9,None,7,1073,"Port of Friday Harbor Marina, San Juan Is",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,1,2,None,7,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,29,64,None,7,1268,Washington Park Launch Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,10,23,None,9,1067,Fort Casey Public Ramp and Shore (Keystone),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,7,15,None,9,1144,Mukilteo Lighthouse Park (State Park Public Ramp),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,19,48,None,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,14,33,None,9,1192,Port Townsend Boat Haven Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,4,7,None,9,1434,Kingston Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,1,2,None,10,1173,Point Defiance Boathouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,2,3,None,10,1227,Shilshole Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,3,7,None,10,1434,Kingston Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,3,8,None,11,1006,Armeni Public Ramp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,5,8,None,11,1086,Gig Harbor Ramp,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,12,19,None,11,1173,Point Defiance Boathouse,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,24,51,None,11,1174,Point Defiance Public Ramp,2,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,2,3,None,13,1086,Gig Harbor Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,4,9,None,13,1174,Point Defiance Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,1,2,None,15,1073,"Port of Friday Harbor Marina, San Juan Is",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,23,46,None,16,1151,Everett Ramp (formerly Norton Street Ramp (2010)),5,1,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,7,19,None,4B,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,3,5,None,4B,1263,Van Ripers Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,10,20,None,81,1041,Coronet Bay Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,3,8,None,82,1144,Mukilteo Lighthouse Park (State Park Public Ramp),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,4,3,5,None,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,5,1,2,None,6,1041,Coronet Bay Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,5,3,7,None,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,5,1,3,None,7,1268,Washington Park Launch Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,5,4,7,None,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,5,2,7,None,9,1210,Salsbury County Park Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,5,14,18,None,11,1173,Point Defiance Boathouse,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,5,2,5,None,15,1041,Coronet Bay Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,5,3,8,None,81,1041,Coronet Bay Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,5,1,1,None,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,6,3,7,None,7,1041,Coronet Bay Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,6,1,1,None,7,1268,Washington Park Launch Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,6,2,4,None,9,1067,Fort Casey Public Ramp and Shore (Keystone),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,6,4,7,None,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,6,2,6,None,15,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,6,6,14,None,81,1041,Coronet Bay Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,6,4,8,None,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,7,3,5,None,7,1268,Washington Park Launch Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,7,17,21,None,11,1173,Point Defiance Boathouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,7,21,40,None,11,1174,Point Defiance Public Ramp,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,7,1,3,None,13,1174,Point Defiance Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,8,3,6,None,4,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,8,7,20,None,5,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,8,1,1,None,7,1268,Washington Park Launch Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,8,2,4,None,9,1192,Port Townsend Boat Haven Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,8,5,5,None,11,1173,Point Defiance Boathouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,8,1,2,None,15,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,8,3,6,None,4B,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,5,10,None,5,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,1,1,None,6,1107,John Wayne Marina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,3,7,None,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,2,2,None,7,1041,Coronet Bay Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,1,1,None,7,1803,"Griffin Bay Ramp, San Juan Is",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,1,2,None,7,1807,Shipyard Cove Marina & Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,2,3,None,9,1067,Fort Casey Public Ramp and Shore (Keystone),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,2,6,None,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,1,2,None,10,1006,Armeni Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,14,18,None,11,1173,Point Defiance Boathouse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,7,9,None,11,1174,Point Defiance Public Ramp,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,1,1,None,11,1574,Narrows Marina (Boathouse and Rental) (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,1,2,None,13,1174,Point Defiance Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,2,4,None,15,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,2,4,None,15,1187,Port Angeles West Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,21,40,None,16,1151,Everett Ramp (formerly Norton Street Ramp (2010)),6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,2,5,None,4B,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,9,5,10,None,81,1041,Coronet Bay Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,4,13,None,4,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,2,7,None,4,1263,Van Ripers Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,19,48,None,5,1159,Olson's Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,2,4,None,5,1186,"Ediz Hook, Port Angeles Public Ramp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,1,2,None,5,1187,Port Angeles West Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,3,8,None,5,1263,Van Ripers Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,21,50,None,6,1041,Coronet Bay Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,13,28,None,6,1067,Fort Casey Public Ramp and Shore (Keystone),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,24,52,None,6,1107,John Wayne Marina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,1,1,None,6,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,88,183,None,6,1186,"Ediz Hook, Port Angeles Public Ramp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,34,78,None,6,1187,Port Angeles West Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,9,17,None,6,1192,Port Townsend Boat Haven Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,7,19,None,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,18,39,None,7,1041,Coronet Bay Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,2,4,None,7,1067,Fort Casey Public Ramp and Shore (Keystone),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,7,15,None,7,1073,"Port of Friday Harbor Marina, San Juan Is",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,15,42,None,7,1268,Washington Park Launch Ramp,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,1,2,None,9,1006,Armeni Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,6,15,None,9,1067,Fort Casey Public Ramp and Shore (Keystone),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,3,6,None,9,1144,Mukilteo Lighthouse Park (State Park Public Ramp),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,6,15,None,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,1,2,None,9,1192,Port Townsend Boat Haven Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,2,4,None,9,1434,Kingston Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,2,9,None,10,1006,Armeni Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,1,2,None,11,1047,Day Island Marina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,38,72,None,11,1173,Point Defiance Boathouse,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,17,33,None,11,1174,Point Defiance Public Ramp,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,3,5,None,11,1574,Narrows Marina (Boathouse and Rental) (Private),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,10,2,3,None,13,1174,Point Defiance Public Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
